Age,Gender,Department,JobRole,MonthlyIncome,OverTime,YearsAtCompany,MaritalStatus,Attrition,AttritionRiskScore,RiskCategory
35,Male,Research & Development,Manufacturing Director,6883,No,7,Married,No,48.0,MEDIUM RISK
30,Male,Research & Development,Research Scientist,2862,No,10,Married,No,49.0,MEDIUM RISK
47,Male,Sales,Sales Executive,4978,No,1,Married,No,49.5,MEDIUM RISK
46,Male,Sales,Sales Executive,10368,Yes,10,Divorced,No,48.0,MEDIUM RISK
36,Male,Sales,Sales Executive,6134,Yes,2,Divorced,Yes,52.5,MEDIUM RISK
32,Male,Sales,Sales Executive,6735,No,0,Single,Yes,51.5,MEDIUM RISK
23,Female,Research & Development,Laboratory Technician,3295,No,3,Single,No,50.0,MEDIUM RISK
31,Female,Research & Development,Manufacturing Director,5238,No,5,Single,No,52.0,MEDIUM RISK
39,Male,Research & Development,Laboratory Technician,6472,Yes,9,Married,No,50.0,MEDIUM RISK
32,Male,Sales,Sales Executive,9610,No,4,Married,No,47.0,MEDIUM RISK
40,Male,Sales,Manager,19833,No,21,Single,No,50.5,MEDIUM RISK
45,Female,Human Resources,Human Resources,9756,No,5,Married,No,49.0,MEDIUM RISK
30,Female,Research & Development,Research Scientist,4968,No,9,Single,No,56.0,MEDIUM RISK
24,Male,Human Resources,Human Resources,2145,No,2,Married,No,47.5,MEDIUM RISK
30,Female,Human Resources,Human Resources,2180,No,4,Divorced,Yes,54.5,MEDIUM RISK
31,Male,Sales,Sales Executive,8346,No,5,Married,No,47.5,MEDIUM RISK
27,Female,Research & Development,Research Scientist,3445,No,6,Single,No,51.5,MEDIUM RISK
29,Female,Sales,Sales Representative,2760,No,2,Single,Yes,50.0,MEDIUM RISK
29,Male,Research & Development,Healthcare Representative,6294,Yes,3,Single,No,51.0,MEDIUM RISK
30,Male,Sales,Sales Executive,7140,No,7,Divorced,No,55.5,MEDIUM RISK
34,Male,Research & Development,Research Scientist,2932,Yes,5,Married,No,45.0,MEDIUM RISK
33,Female,Sales,Sales Executive,5147,No,11,Single,No,52.0,MEDIUM RISK
49,Female,Sales,Sales Executive,4507,No,5,Single,No,50.0,MEDIUM RISK
33,Female,Sales,Sales Executive,8564,Yes,0,Single,Yes,59.0,MEDIUM RISK
38,Female,Research & Development,Laboratory Technician,2468,No,6,Married,No,52.0,MEDIUM RISK
31,Male,Sales,Sales Executive,8161,No,1,Married,Yes,50.5,MEDIUM RISK
29,Female,Research & Development,Research Scientist,2109,No,1,Divorced,No,61.5,HIGH RISK
30,Male,Research & Development,Healthcare Representative,5294,No,7,Married,No,49.0,MEDIUM RISK
32,Male,Research & Development,Research Scientist,2718,No,7,Single,No,51.0,MEDIUM RISK
38,Male,Research & Development,Healthcare Representative,5811,Yes,1,Married,No,50.0,MEDIUM RISK
43,Male,Research & Development,Research Scientist,2437,Yes,1,Married,Yes,51.0,MEDIUM RISK
42,Male,Research & Development,Laboratory Technician,2766,No,5,Divorced,No,47.0,MEDIUM RISK
55,Male,Research & Development,Research Director,19038,No,1,Married,No,56.0,MEDIUM RISK
33,Male,Research & Development,Research Scientist,3055,No,9,Divorced,No,48.5,MEDIUM RISK
41,Male,Research & Development,Laboratory Technician,2289,No,5,Divorced,No,54.5,MEDIUM RISK
34,Male,Sales,Sales Executive,4001,Yes,15,Divorced,No,47.5,MEDIUM RISK
53,Female,Research & Development,Manufacturing Director,12965,Yes,3,Married,No,51.5,MEDIUM RISK
43,Male,Human Resources,Human Resources,3539,No,9,Single,No,49.0,MEDIUM RISK
34,Female,Sales,Sales Executive,6029,No,2,Single,No,53.0,MEDIUM RISK
21,Male,Sales,Sales Representative,2679,No,1,Single,Yes,52.0,MEDIUM RISK
38,Female,Research & Development,Laboratory Technician,3702,No,5,Married,No,49.5,MEDIUM RISK
22,Female,Research & Development,Laboratory Technician,2398,Yes,1,Married,Yes,61.0,HIGH RISK
31,Female,Sales,Sales Executive,5468,No,12,Married,No,51.0,MEDIUM RISK
51,Female,Research & Development,Manager,13116,No,2,Married,No,53.5,MEDIUM RISK
37,Male,Sales,Sales Executive,4189,No,5,Married,No,47.5,MEDIUM RISK
46,Male,Research & Development,Research Director,19328,Yes,2,Divorced,No,50.5,MEDIUM RISK
36,Male,Research & Development,Healthcare Representative,8321,Yes,12,Married,No,54.5,MEDIUM RISK
44,Male,Research & Development,Research Scientist,2342,Yes,5,Divorced,Yes,48.0,MEDIUM RISK
37,Male,Human Resources,Human Resources,4071,No,10,Divorced,No,51.0,MEDIUM RISK
35,Male,Sales,Sales Executive,5813,Yes,10,Single,Yes,51.5,MEDIUM RISK
33,Male,Research & Development,Research Scientist,3143,No,10,Married,No,55.5,MEDIUM RISK
28,Male,Research & Development,Research Scientist,2044,No,5,Married,No,48.0,MEDIUM RISK
39,Male,Research & Development,Research Director,13464,No,4,Single,No,50.5,MEDIUM RISK
46,Male,Sales,Sales Executive,7991,No,2,Single,No,51.0,MEDIUM RISK
40,Female,Research & Development,Laboratory Technician,3377,No,4,Married,No,55.5,MEDIUM RISK
42,Male,Research & Development,Healthcare Representative,5538,No,0,Married,No,57.0,MEDIUM RISK
35,Male,Research & Development,Manufacturing Director,5762,No,7,Divorced,No,49.0,MEDIUM RISK
38,Male,Human Resources,Human Resources,2592,No,11,Divorced,No,48.5,MEDIUM RISK
34,Male,Research & Development,Laboratory Technician,5346,No,7,Married,Yes,55.0,MEDIUM RISK
37,Male,Research & Development,Manufacturing Director,4213,No,10,Single,Yes,56.0,MEDIUM RISK
39,Male,Sales,Sales Executive,4127,No,2,Divorced,No,50.5,MEDIUM RISK
43,Male,Research & Development,Research Scientist,2438,No,3,Single,No,53.0,MEDIUM RISK
41,Male,Research & Development,Healthcare Representative,6870,No,3,Single,No,53.0,MEDIUM RISK
41,Female,Sales,Sales Executive,10447,Yes,22,Divorced,No,50.0,MEDIUM RISK
30,Female,Research & Development,Manufacturing Director,9667,No,7,Single,No,50.5,MEDIUM RISK
26,Female,Human Resources,Human Resources,2148,Yes,5,Married,Yes,50.5,MEDIUM RISK
46,Female,Research & Development,Healthcare Representative,8926,No,9,Married,Yes,51.0,MEDIUM RISK
40,Female,Research & Development,Healthcare Representative,6513,No,5,Divorced,No,50.0,MEDIUM RISK
34,Male,Sales,Sales Executive,6799,No,10,Married,No,47.5,MEDIUM RISK
58,Male,Sales,Manager,16291,No,16,Divorced,No,52.0,MEDIUM RISK
35,Male,Research & Development,Laboratory Technician,2705,No,5,Married,No,47.0,MEDIUM RISK
47,Female,Research & Development,Manufacturing Director,10333,Yes,22,Divorced,No,51.5,MEDIUM RISK
40,Female,Research & Development,Healthcare Representative,4448,No,7,Divorced,No,55.5,MEDIUM RISK
54,Female,Research & Development,Research Scientist,6854,No,7,Married,No,52.5,MEDIUM RISK
31,Female,Sales,Sales Executive,9637,No,3,Married,No,54.5,MEDIUM RISK
28,Female,Research & Development,Research Scientist,3591,No,3,Married,No,56.5,MEDIUM RISK
38,Female,Sales,Sales Representative,5405,Yes,4,Married,No,48.5,MEDIUM RISK
26,Male,Sales,Sales Executive,4684,No,5,Single,No,52.5,MEDIUM RISK
58,Male,Research & Development,Research Director,15787,Yes,2,Married,No,51.5,MEDIUM RISK
18,Female,Research & Development,Research Scientist,1514,No,0,Single,No,53.5,MEDIUM RISK
31,Male,Human Resources,Human Resources,2956,No,1,Married,Yes,57.0,MEDIUM RISK
29,Male,Human Resources,Human Resources,2335,Yes,2,Divorced,Yes,53.5,MEDIUM RISK
45,Female,Sales,Sales Executive,5154,No,8,Married,No,50.0,MEDIUM RISK
36,Female,Research & Development,Research Scientist,6962,Yes,1,Married,No,51.0,MEDIUM RISK
43,Male,Sales,Sales Executive,5675,No,7,Married,No,48.0,MEDIUM RISK
27,Female,Research & Development,Laboratory Technician,2379,Yes,5,Single,No,47.0,MEDIUM RISK
29,Male,Research & Development,Laboratory Technician,3812,No,11,Married,No,51.0,MEDIUM RISK
32,Male,Sales,Sales Executive,4648,No,0,Single,No,50.0,MEDIUM RISK
42,Male,Research & Development,Research Scientist,2936,No,6,Married,No,49.5,MEDIUM RISK
47,Female,Research & Development,Laboratory Technician,2105,No,2,Single,No,54.0,MEDIUM RISK
46,Male,Research & Development,Manufacturing Director,8578,No,9,Divorced,No,48.5,MEDIUM RISK
28,Male,Human Resources,Human Resources,2706,No,3,Divorced,No,48.5,MEDIUM RISK
29,Male,Research & Development,Healthcare Representative,6384,No,7,Divorced,No,48.5,MEDIUM RISK
42,Male,Research & Development,Laboratory Technician,3968,No,0,Single,No,52.0,MEDIUM RISK
32,Male,Sales,Sales Executive,9907,Yes,2,Single,Yes,51.5,MEDIUM RISK
46,Female,Sales,Sales Executive,13225,No,19,Divorced,No,55.0,MEDIUM RISK
27,Female,Sales,Sales Representative,3540,No,9,Married,No,50.5,MEDIUM RISK
29,Male,Human Resources,Human Resources,2804,No,1,Married,No,50.5,MEDIUM RISK
43,Female,Research & Development,Manager,19392,No,16,Married,No,53.5,MEDIUM RISK
48,Male,Research & Development,Research Director,19665,No,22,Married,No,51.5,MEDIUM RISK
29,Male,Research & Development,Research Scientist,2439,Yes,1,Single,Yes,52.5,MEDIUM RISK
46,Female,Sales,Sales Executive,7314,No,8,Married,Yes,50.0,MEDIUM RISK
27,Female,Research & Development,Research Scientist,4774,No,7,Married,No,56.5,MEDIUM RISK
39,Male,Research & Development,Research Scientist,3902,No,2,Divorced,No,48.0,MEDIUM RISK
55,Male,Research & Development,Research Scientist,2662,No,5,Married,No,48.5,MEDIUM RISK
28,Female,Sales,Sales Representative,2856,No,1,Married,No,51.0,MEDIUM RISK
30,Male,Sales,Sales Representative,1081,No,1,Single,Yes,50.5,MEDIUM RISK
22,Male,Research & Development,Research Scientist,2472,Yes,1,Single,Yes,52.5,MEDIUM RISK
36,Female,Sales,Sales Executive,5673,Yes,10,Married,No,50.0,MEDIUM RISK
31,Male,Research & Development,Laboratory Technician,4197,No,10,Divorced,No,48.5,MEDIUM RISK
34,Male,Sales,Sales Executive,9713,Yes,5,Married,No,48.5,MEDIUM RISK
29,Male,Research & Development,Laboratory Technician,2062,No,3,Single,No,58.5,MEDIUM RISK
37,Male,Research & Development,Research Scientist,4284,Yes,5,Married,No,54.0,MEDIUM RISK
35,Female,Research & Development,Manufacturing Director,4788,Yes,3,Married,No,47.5,MEDIUM RISK
45,Female,Research & Development,Manufacturing Director,5906,No,9,Married,No,48.5,MEDIUM RISK
36,Male,Human Resources,Human Resources,3886,No,10,Single,No,48.5,MEDIUM RISK
40,Male,Research & Development,Manager,16823,No,19,Divorced,No,54.0,MEDIUM RISK
26,Female,Research & Development,Research Scientist,2933,Yes,1,Married,No,54.0,MEDIUM RISK
27,Female,Sales,Sales Executive,6500,No,8,Single,No,48.0,MEDIUM RISK
48,Female,Research & Development,Manager,17174,No,22,Divorced,No,51.0,MEDIUM RISK
44,Male,Research & Development,Healthcare Representative,5033,No,2,Married,No,57.5,MEDIUM RISK
34,Male,Research & Development,Research Scientist,2307,Yes,5,Married,Yes,57.5,MEDIUM RISK
56,Male,Research & Development,Laboratory Technician,2587,No,4,Single,Yes,50.0,MEDIUM RISK
36,Male,Sales,Sales Executive,5507,No,4,Married,No,48.5,MEDIUM RISK
41,Female,Sales,Sales Executive,4393,No,5,Married,No,50.0,MEDIUM RISK
42,Male,Research & Development,Research Director,13348,No,13,Married,No,52.5,MEDIUM RISK
31,Female,Sales,Sales Executive,6583,Yes,5,Divorced,No,51.5,MEDIUM RISK
34,Female,Sales,Sales Executive,8103,Yes,4,Married,No,49.5,MEDIUM RISK
31,Female,Research & Development,Laboratory Technician,3978,No,2,Divorced,No,56.5,MEDIUM RISK
26,Male,Research & Development,Laboratory Technician,2544,No,7,Married,No,48.0,MEDIUM RISK
45,Male,Research & Development,Healthcare Representative,5399,No,4,Single,No,49.0,MEDIUM RISK
33,Male,Sales,Sales Executive,5487,No,10,Single,No,49.0,MEDIUM RISK
28,Male,Sales,Sales Executive,6834,Yes,7,Married,No,48.5,MEDIUM RISK
29,Male,Sales,Sales Representative,1091,No,1,Single,Yes,59.5,MEDIUM RISK
39,Female,Sales,Sales Executive,5736,No,3,Married,No,52.0,MEDIUM RISK
27,Male,Research & Development,Research Scientist,2226,No,5,Married,No,48.0,MEDIUM RISK
34,Male,Research & Development,Research Scientist,5747,Yes,15,Married,No,51.0,MEDIUM RISK
28,Female,Sales,Sales Executive,9854,Yes,2,Single,Yes,52.0,MEDIUM RISK
47,Male,Research & Development,Research Scientist,5467,No,8,Married,No,48.5,MEDIUM RISK
56,Female,Sales,Sales Executive,5380,No,0,Married,No,59.0,MEDIUM RISK
39,Male,Research & Development,Manufacturing Director,5151,No,10,Married,No,56.5,MEDIUM RISK
38,Female,Research & Development,Research Scientist,2133,Yes,20,Divorced,No,49.5,MEDIUM RISK
58,Female,Sales,Manager,17875,Yes,1,Married,No,51.5,MEDIUM RISK
32,Female,Research & Development,Research Scientist,2432,Yes,4,Single,Yes,53.5,MEDIUM RISK
38,Male,Research & Development,Research Scientist,4771,No,5,Divorced,No,51.0,MEDIUM RISK
49,Male,Research & Development,Research Director,19161,No,5,Married,No,51.0,MEDIUM RISK
42,Male,Sales,Sales Executive,5087,Yes,0,Divorced,No,49.0,MEDIUM RISK
27,Female,Human Resources,Human Resources,2863,No,1,Married,Yes,54.5,MEDIUM RISK
35,Male,Sales,Sales Executive,5561,No,5,Married,No,54.5,MEDIUM RISK
28,Male,Research & Development,Research Scientist,2144,No,5,Single,No,50.5,MEDIUM RISK
31,Male,Research & Development,Research Scientist,3065,Yes,4,Divorced,No,54.0,MEDIUM RISK
36,Male,Research & Development,Laboratory Technician,2810,No,5,Married,No,48.5,MEDIUM RISK
34,Male,Sales,Sales Executive,9888,No,14,Single,No,53.0,MEDIUM RISK
34,Male,Sales,Sales Executive,8628,No,8,Divorced,No,49.5,MEDIUM RISK
26,Male,Research & Development,Laboratory Technician,2867,No,7,Single,No,54.5,MEDIUM RISK
29,Male,Research & Development,Healthcare Representative,5373,No,5,Married,No,54.0,MEDIUM RISK
32,Female,Research & Development,Healthcare Representative,6667,No,5,Divorced,No,51.5,MEDIUM RISK
31,Male,Research & Development,Research Scientist,5003,No,10,Married,No,56.0,MEDIUM RISK
28,Male,Research & Development,Laboratory Technician,2367,No,4,Divorced,Yes,50.0,MEDIUM RISK
38,Male,Sales,Sales Representative,2858,No,1,Single,No,61.0,HIGH RISK
35,Female,Sales,Sales Executive,5204,Yes,10,Married,No,49.5,MEDIUM RISK
27,Male,Sales,Sales Executive,4105,No,7,Single,No,51.0,MEDIUM RISK
32,Male,Research & Development,Manufacturing Director,9679,No,1,Single,No,50.0,MEDIUM RISK
31,Male,Sales,Sales Executive,5617,Yes,10,Married,Yes,48.5,MEDIUM RISK
53,Male,Sales,Sales Executive,10448,Yes,2,Single,Yes,56.5,MEDIUM RISK
54,Female,Research & Development,Research Scientist,2897,No,4,Married,No,49.5,MEDIUM RISK
33,Male,Research & Development,Healthcare Representative,5968,No,9,Divorced,No,48.0,MEDIUM RISK
43,Male,Research & Development,Healthcare Representative,7510,No,10,Married,No,49.0,MEDIUM RISK
38,Male,Human Resources,Human Resources,2991,Yes,6,Married,No,48.0,MEDIUM RISK
55,Male,Human Resources,Manager,19636,Yes,10,Married,No,51.0,MEDIUM RISK
31,Female,Research & Development,Laboratory Technician,1129,Yes,1,Divorced,No,49.5,MEDIUM RISK
39,Male,Sales,Sales Executive,13341,No,20,Single,No,55.0,MEDIUM RISK
42,Male,Research & Development,Research Scientist,4332,No,20,Single,No,51.0,MEDIUM RISK
31,Female,Research & Development,Research Director,11031,No,11,Married,No,51.5,MEDIUM RISK
54,Female,Research & Development,Manufacturing Director,4440,Yes,5,Single,No,57.0,MEDIUM RISK
24,Male,Research & Development,Healthcare Representative,4617,No,4,Single,No,50.5,MEDIUM RISK
23,Male,Research & Development,Laboratory Technician,2647,No,5,Single,No,50.5,MEDIUM RISK
40,Female,Research & Development,Laboratory Technician,6323,No,10,Married,No,51.0,MEDIUM RISK
40,Female,Sales,Sales Executive,5677,No,11,Married,No,50.5,MEDIUM RISK
25,Female,Human Resources,Human Resources,2187,No,2,Married,No,52.0,MEDIUM RISK
30,Male,Research & Development,Laboratory Technician,3748,No,12,Married,No,51.5,MEDIUM RISK
25,Male,Research & Development,Laboratory Technician,3977,Yes,2,Divorced,No,49.0,MEDIUM RISK
47,Male,Research & Development,Healthcare Representative,8633,No,17,Single,No,51.5,MEDIUM RISK
33,Male,Research & Development,Laboratory Technician,2008,No,1,Divorced,No,48.5,MEDIUM RISK
38,Male,Sales,Sales Executive,4440,No,15,Married,No,45.5,MEDIUM RISK
31,Male,Sales,Sales Representative,3067,No,2,Married,No,47.0,MEDIUM RISK
38,Male,Research & Development,Manufacturing Director,5321,No,8,Married,No,50.5,MEDIUM RISK
42,Male,Research & Development,Research Scientist,5410,Yes,4,Divorced,No,53.0,MEDIUM RISK
41,Male,Research & Development,Research Scientist,2782,No,5,Married,No,50.5,MEDIUM RISK
47,Female,Research & Development,Research Director,11957,No,13,Married,No,48.0,MEDIUM RISK
35,Male,Research & Development,Laboratory Technician,2660,Yes,2,Married,No,49.0,MEDIUM RISK
22,Male,Research & Development,Research Scientist,3375,No,3,Single,No,50.0,MEDIUM RISK
35,Male,Research & Development,Research Scientist,5098,No,10,Single,No,48.5,MEDIUM RISK
33,Female,Research & Development,Healthcare Representative,4878,Yes,9,Married,No,48.5,MEDIUM RISK
32,Female,Research & Development,Laboratory Technician,2837,No,6,Single,No,52.0,MEDIUM RISK
40,Male,Research & Development,Laboratory Technician,2406,No,1,Married,No,51.0,MEDIUM RISK
32,Male,Sales,Sales Representative,2269,No,2,Married,No,46.5,MEDIUM RISK
39,Male,Research & Development,Research Scientist,4108,No,7,Single,No,55.0,MEDIUM RISK
38,Female,Research & Development,Research Director,13206,No,18,Married,No,51.0,MEDIUM RISK
32,Female,Sales,Sales Executive,10422,No,14,Married,No,50.5,MEDIUM RISK
37,Female,Research & Development,Research Director,13744,Yes,16,Married,No,51.0,MEDIUM RISK
25,Female,Sales,Sales Executive,4907,Yes,5,Divorced,No,48.5,MEDIUM RISK
52,Male,Sales,Sales Representative,3482,No,9,Divorced,No,49.0,MEDIUM RISK
44,Male,Research & Development,Research Scientist,2436,Yes,4,Single,No,52.5,MEDIUM RISK
21,Male,Sales,Sales Representative,2380,Yes,2,Single,No,57.0,MEDIUM RISK
39,Male,Research & Development,Manager,19431,No,6,Single,No,50.5,MEDIUM RISK
23,Male,Sales,Sales Representative,1790,No,1,Married,Yes,61.0,HIGH RISK
36,Female,Sales,Sales Executive,7644,No,9,Married,No,49.5,MEDIUM RISK
36,Female,Research & Development,Manufacturing Director,5131,No,4,Divorced,No,48.0,MEDIUM RISK
56,Male,Research & Development,Healthcare Representative,6306,No,13,Divorced,No,49.5,MEDIUM RISK
29,Male,Research & Development,Research Scientist,4787,Yes,2,Married,Yes,49.0,MEDIUM RISK
42,Male,Research & Development,Manager,18880,No,22,Married,No,54.0,MEDIUM RISK
56,Male,Research & Development,Laboratory Technician,2339,No,10,Married,Yes,49.5,MEDIUM RISK
41,Female,Research & Development,Manufacturing Director,13570,No,20,Married,No,49.0,MEDIUM RISK
34,Female,Sales,Sales Executive,6712,No,8,Married,No,50.0,MEDIUM RISK
36,Male,Sales,Sales Executive,5406,No,15,Divorced,No,49.0,MEDIUM RISK
41,Male,Sales,Sales Executive,8938,No,5,Divorced,No,47.5,MEDIUM RISK
32,Male,Research & Development,Research Scientist,2439,No,4,Single,No,55.0,MEDIUM RISK
35,Female,Human Resources,Human Resources,8837,Yes,9,Single,No,50.5,MEDIUM RISK
38,Female,Sales,Sales Executive,5343,No,10,Married,No,52.5,MEDIUM RISK
50,Male,Sales,Sales Executive,6728,No,6,Divorced,Yes,48.0,MEDIUM RISK
36,Female,Sales,Sales Executive,6652,No,6,Married,No,51.0,MEDIUM RISK
45,Female,Sales,Sales Executive,4850,No,5,Single,No,50.0,MEDIUM RISK
40,Male,Research & Development,Research Scientist,2809,No,2,Single,No,53.0,MEDIUM RISK
35,Male,Research & Development,Healthcare Representative,5689,Yes,10,Married,No,46.5,MEDIUM RISK
40,Female,Research & Development,Research Scientist,2001,No,5,Married,No,50.0,MEDIUM RISK
35,Female,Research & Development,Research Scientist,2977,No,4,Married,No,51.5,MEDIUM RISK
29,Male,Research & Development,Laboratory Technician,4025,Yes,4,Married,No,47.0,MEDIUM RISK
29,Female,Research & Development,Research Scientist,3785,No,5,Single,No,56.5,MEDIUM RISK
50,Male,Sales,Sales Executive,10854,Yes,3,Divorced,Yes,54.0,MEDIUM RISK
39,Female,Sales,Sales Executive,12031,No,20,Married,No,50.0,MEDIUM RISK
31,Male,Research & Development,Manufacturing Director,9936,No,9,Single,No,55.5,MEDIUM RISK
26,Female,Sales,Sales Representative,2966,No,4,Single,No,49.0,MEDIUM RISK
36,Male,Research & Development,Laboratory Technician,2571,No,5,Married,No,47.0,MEDIUM RISK
39,Male,Research & Development,Healthcare Representative,9991,No,7,Married,No,54.5,MEDIUM RISK
27,Male,Research & Development,Manufacturing Director,6142,Yes,6,Married,No,50.5,MEDIUM RISK
49,Male,Sales,Sales Executive,5390,No,9,Married,No,49.5,MEDIUM RISK
34,Male,Research & Development,Laboratory Technician,4404,No,4,Married,No,53.0,MEDIUM RISK
